team_name_1,team_name_2,timestamp,team_1_adj_pts,team_2_adj_pts,total_adj_pts,team_1_win_percentage,team_2_win_percentage,team_1_actual_points,team_2_actual_points,total_actual_points,moneyline_prediction,actual_winner,moneyline_result,total_o_u_points,o_u_prediction,o_u_result,,
Denver,Sacramento,2024-02-09 11:16:24,116.516,114.946,231.461,0.544,0.456,106,135,241,Denver,Sacramento,Loss,233.5,Under,Loss
New Orleans,LA Lakers,2024-02-09 11:16:24,115.9,114.385,230.285,0.542,0.458,122,139,261,New Orleans,LA Lakers,Loss,234.5,Under,Loss
Memphis,Charlotte,2024-02-10 11:14:49,115.144,111.336,226.48,0.606,0.394,106,115,221,Memphis,Charlotte,Loss,215.5,Over,Win
Chicago,Orlando,2024-02-10 11:14:49,112.275,111.824,224.099,0.513,0.487,108,114,222,Chicago,Orlando,Loss,218.5,Over,Win
Philadelphia,Washington,2024-02-10 11:14:50,117.64,112.996,230.635,0.629,0.371,119,113,232,Philadelphia,Philadelphia,Win,234.5,Under,Win
Houston,Atlanta,2024-02-10 11:14:50,116.489,117.755,234.244,0.466,0.534,113,122,235,Atlanta,Atlanta,Win,228.5,Over,Win
Cleveland,Toronto,2024-02-10 11:14:50,113.698,110.689,224.387,0.584,0.416,119,95,214,Cleveland,Cleveland,Win,226.5,Under,Win
Indiana,New York,2024-02-10 11:14:50,115.202,117.805,233.007,0.426,0.574,125,111,236,New York,Indiana,Loss,233.5,Under,Loss
Phoenix,Golden State,2024-02-10 11:14:50,116.422,115.944,232.366,0.513,0.487,112,113,225,Phoenix,Golden State,Loss,242.0,Under,Win
New Orleans,Portland,2024-02-10 11:14:50,116.423,111.896,228.319,0.626,0.374,93,84,177,New Orleans,New Orleans,Win,220.5,Over,Loss
Boston,Miami,2024-02-10 11:14:50,114.215,110.398,224.614,0.607,0.393,110,106,216,Boston,Boston,Win,226.0,Under,Win
Sacramento,Okla City,2024-02-10 11:14:50,117.076,118.474,235.55,0.46,0.54,113,127,240,Okla City,Okla City,Win,240.0,Under,Tie
Indiana,Charlotte,2024-02-12 11:15:51,119.348,115.185,234.533,0.616,0.384,102,111,213,Indiana,Charlotte,Loss,238.5,Under,Win
Philadelphia,Cleveland,2024-02-12 11:15:51,111.847,112.524,224.371,0.481,0.519,123,121,244,Cleveland,Philadelphia,Loss,227.5,Under,Loss
Chicago,Atlanta,2024-02-12 11:15:51,116.467,116.01,232.477,0.513,0.487,136,126,262,Chicago,Chicago,Win,236.5,Under,Loss
San Antonio,Toronto,2024-02-12 11:15:51,113.446,117.595,231.042,0.385,0.615,122,99,221,Toronto,San Antonio,Loss,235.0,Under,Win
Denver,Milwaukee,2024-02-12 11:15:51,115.772,115.388,231.16,0.511,0.489,95,112,207,Denver,Milwaukee,Loss,232.5,Under,Win
New York,Houston,2024-02-12 11:15:51,115.124,111.398,226.521,0.604,0.396,103,105,208,New York,Houston,Loss,220.5,Over,Loss
New Orleans,Memphis,2024-02-12 11:15:51,114.294,112.049,226.343,0.564,0.436,96,87,183,New Orleans,New Orleans,Win,223.5,Over,Loss
Washington,Dallas,2024-02-12 11:15:51,114.996,117.818,232.813,0.42,0.58,104,112,216,Dallas,Dallas,Win,247.5,Under,Win
Golden State,Utah,2024-02-12 11:15:51,118.75,117.325,236.075,0.541,0.459,129,107,236,Golden State,Golden State,Win,240.5,Under,Win
Minnesota,LA Clippers,2024-02-12 11:15:52,113.598,113.625,227.223,0.499,0.501,121,100,221,LA Clippers,Minnesota,Loss,222.5,Over,Loss
Minnesota,Portland,2024-02-13 11:17:49,115.618,111.0,226.618,0.629,0.371,121,100,221,Minnesota,Minnesota,Win,215.5,Over,Win
Atlanta,Charlotte,2024-02-14 11:18:14,119.223,115.235,234.458,0.61,0.39,99,122,221,Atlanta,Charlotte,Loss,238.0,Under,Win
Miami,Philadelphia,2024-02-14 11:18:14,110.945,112.905,223.849,0.445,0.555,109,104,213,Philadelphia,Miami,Loss,223.5,Over,Loss
New York,Orlando,2024-02-14 11:18:14,113.496,111.074,224.57,0.568,0.432,100,118,218,New York,Orlando,Loss,211.0,Over,Win
Brooklyn,Boston,2024-02-14 11:18:14,112.045,116.099,228.143,0.387,0.613,86,136,222,Boston,Boston,Win,226.5,Over,Loss
Chicago,Cleveland,2024-02-14 11:18:15,110.103,112.699,222.802,0.426,0.574,105,108,213,Cleveland,Cleveland,Win,224.0,Under,Win
Indiana,Toronto,2024-02-14 11:18:15,117.119,117.012,234.131,0.503,0.497,127,125,252,Indiana,Indiana,Win,245.0,Under,Loss
Houston,Memphis,2024-02-14 11:18:15,112.499,113.481,225.979,0.472,0.528,113,121,234,Memphis,Memphis,Win,219.5,Over,Win
Washington,New Orleans,2024-02-14 11:18:15,113.097,117.135,230.232,0.387,0.613,126,133,259,New Orleans,New Orleans,Win,233.5,Under,Loss
San Antonio,Dallas,2024-02-14 11:18:15,114.238,119.095,233.333,0.365,0.635,93,116,209,Dallas,Dallas,Win,239.0,Under,Win
Sacramento,Denver,2024-02-14 11:18:15,115.148,116.413,231.56,0.464,0.536,102,98,200,Denver,Sacramento,Loss,229.5,Over,Loss
Detroit,Phoenix,2024-02-14 11:18:15,112.547,117.952,230.499,0.352,0.648,100,116,216,Phoenix,Phoenix,Win,236.0,Under,Win
LA Lakers,Utah,2024-02-14 11:18:15,117.743,116.748,234.492,0.528,0.472,138,122,260,LA Lakers,LA Lakers,Win,239.5,Under,Loss
Milwaukee,Memphis,2024-02-15 11:16:29,116.253,113.949,230.202,0.564,0.436,110,113,223,Milwaukee,Memphis,Loss,222.5,Over,Win
Golden State,Utah,2024-02-15 11:16:29,118.95,117.3,236.25,0.546,0.454,140,137,277,Golden State,Golden State,Win,237.5,Under,Loss
Minnesota,Portland,2024-02-15 11:16:29,115.668,111.0,226.668,0.63,0.37,128,91,219,Minnesota,Minnesota,Win,215.0,Over,Win
Brooklyn,Toronto,2024-02-19 11:15:13,113.722,113.6,227.322,0.504,0.496,0,0,0,Brooklyn,Tie,Loss,231.5,Under,Win
Orlando,Cleveland,2024-02-19 11:15:13,109.684,112.75,222.434,0.415,0.585,0,0,0,Cleveland,Tie,Loss,216.5,Over,Loss
Detroit,Indiana,2024-02-19 11:15:13,116.157,120.075,236.232,0.391,0.609,0,0,0,Indiana,Tie,Loss,248.0,Under,Win
New York,Philadelphia,2024-02-19 11:15:13,113.144,113.319,226.463,0.494,0.506,0,0,0,Philadelphia,Tie,Loss,226.5,Under,Win
Phoenix,Dallas,2024-02-19 11:15:13,115.65,114.839,230.489,0.523,0.477,0,0,0,Phoenix,Tie,Loss,244.0,Under,Win
Boston,Chicago,2024-02-19 11:15:13,115.454,111.522,226.977,0.61,0.39,0,0,0,Boston,Tie,Loss,226.5,Over,Loss
Houston,New Orleans,2024-02-19 11:15:13,112.2,115.55,227.75,0.407,0.593,0,0,0,New Orleans,Tie,Loss,226.5,Over,Loss
Charlotte,Utah,2024-02-19 11:15:13,114.475,117.924,232.4,0.403,0.597,0,0,0,Utah,Tie,Loss,232.5,Under,Win
Washington,Denver,2024-02-19 11:15:13,112.439,116.853,229.292,0.377,0.623,0,0,0,Denver,Tie,Loss,230.5,Under,Win
LA Lakers,Golden State,2024-02-19 11:15:14,117.049,117.542,234.592,0.486,0.514,0,0,0,Golden State,Tie,Loss,241.5,Under,Win
San Antonio,Sacramento,2024-02-19 11:15:14,115.117,120.519,235.636,0.351,0.649,0,0,0,Sacramento,Tie,Loss,243.0,Under,Win
Brooklyn,Toronto,2024-02-20 11:16:14,113.722,113.6,227.322,0.503,0.497,0,0,0,Brooklyn,Tie,Loss,231.5,Under,Win
Orlando,Cleveland,2024-02-20 11:16:14,109.684,112.75,222.434,0.415,0.585,0,0,0,Cleveland,Tie,Loss,216.5,Over,Loss
Detroit,Indiana,2024-02-20 11:16:14,116.157,120.075,236.232,0.391,0.609,0,0,0,Indiana,Tie,Loss,248.5,Under,Win
New York,Philadelphia,2024-02-20 11:16:14,113.144,113.319,226.463,0.495,0.505,0,0,0,Philadelphia,Tie,Loss,226.5,Under,Win
Phoenix,Dallas,2024-02-20 11:16:15,115.65,114.839,230.489,0.523,0.477,0,0,0,Phoenix,Tie,Loss,243.0,Under,Win
Boston,Chicago,2024-02-20 11:16:15,115.454,111.522,226.977,0.609,0.391,0,0,0,Boston,Tie,Loss,226.0,Over,Loss
Houston,New Orleans,2024-02-20 11:16:15,112.2,115.55,227.75,0.407,0.593,0,0,0,New Orleans,Tie,Loss,226.5,Over,Loss
Charlotte,Utah,2024-02-20 11:16:15,114.475,117.924,232.4,0.403,0.597,0,0,0,Utah,Tie,Loss,232.5,Under,Win
Washington,Denver,2024-02-20 11:16:15,112.439,116.853,229.292,0.378,0.622,0,0,0,Denver,Tie,Loss,230.5,Under,Win
LA Lakers,Golden State,2024-02-20 11:16:15,117.049,117.542,234.592,0.486,0.514,0,0,0,Golden State,Tie,Loss,241.5,Under,Win
San Antonio,Sacramento,2024-02-20 11:16:15,115.117,120.519,235.636,0.351,0.649,0,0,0,Sacramento,Tie,Loss,243.0,Under,Win
Brooklyn,Toronto,2024-02-21 11:16:36,113.722,113.6,227.322,0.504,0.496,0,0,0,Brooklyn,Tie,Loss,231.5,Under,Win
Orlando,Cleveland,2024-02-21 11:16:36,109.684,112.75,222.434,0.415,0.585,0,0,0,Cleveland,Tie,Loss,216.5,Over,Loss
Detroit,Indiana,2024-02-21 11:16:37,116.157,120.075,236.232,0.39,0.61,0,0,0,Indiana,Tie,Loss,247.5,Under,Win
New York,Philadelphia,2024-02-21 11:16:37,113.144,113.319,226.463,0.495,0.505,0,0,0,Philadelphia,Tie,Loss,226.0,Over,Loss
Phoenix,Dallas,2024-02-21 11:16:37,115.65,114.839,230.489,0.522,0.478,0,0,0,Phoenix,Tie,Loss,243.0,Under,Win
Boston,Chicago,2024-02-21 11:16:37,115.454,111.522,226.977,0.61,0.39,0,0,0,Boston,Tie,Loss,226.0,Over,Loss
Houston,New Orleans,2024-02-21 11:16:37,112.2,115.55,227.75,0.406,0.594,0,0,0,New Orleans,Tie,Loss,226.5,Over,Loss
Charlotte,Utah,2024-02-21 11:16:37,114.475,117.924,232.4,0.404,0.596,0,0,0,Utah,Tie,Loss,232.5,Under,Win
Washington,Denver,2024-02-21 11:16:37,112.439,116.853,229.292,0.378,0.622,0,0,0,Denver,Tie,Loss,230.5,Under,Win
LA Lakers,Golden State,2024-02-21 11:16:37,117.049,117.542,234.592,0.486,0.514,0,0,0,Golden State,Tie,Loss,241.5,Under,Win
San Antonio,Sacramento,2024-02-21 11:16:37,115.117,120.519,235.636,0.351,0.649,0,0,0,Sacramento,Tie,Loss,242.5,Under,Win
Orlando,Cleveland,2024-02-22 11:15:25,109.684,112.75,222.434,0.414,0.586,116,109,225,Cleveland,Orlando,Loss,215.5,Over,Win
Brooklyn,Toronto,2024-02-22 11:15:25,113.722,113.6,227.322,0.504,0.496,93,121,214,Brooklyn,Toronto,Loss,231.5,Under,Win
Detroit,Indiana,2024-02-22 11:15:25,116.157,120.075,236.232,0.391,0.609,115,129,244,Indiana,Indiana,Win,246.5,Under,Win
New York,Philadelphia,2024-02-22 11:15:25,113.144,113.319,226.463,0.495,0.505,110,96,206,Philadelphia,New York,Loss,225.0,Over,Loss
Phoenix,Dallas,2024-02-22 11:15:25,115.65,114.839,230.489,0.522,0.478,113,123,236,Phoenix,Dallas,Loss,244.5,Under,Win
Houston,New Orleans,2024-02-22 11:15:26,112.2,115.55,227.75,0.407,0.593,105,127,232,New Orleans,New Orleans,Win,228.5,Under,Loss
Boston,Chicago,2024-02-22 11:15:26,115.454,111.522,226.977,0.61,0.39,129,112,241,Boston,Boston,Win,225.0,Over,Win
Charlotte,Utah,2024-02-22 11:15:26,114.475,117.924,232.4,0.404,0.596,115,107,222,Utah,Charlotte,Loss,230.5,Over,Loss
Washington,Denver,2024-02-22 11:15:26,112.439,116.853,229.292,0.378,0.622,110,130,240,Denver,Denver,Win,231.5,Under,Loss
LA Lakers,Golden State,2024-02-22 11:15:26,117.049,117.542,234.592,0.486,0.514,110,128,238,Golden State,Golden State,Win,243.0,Under,Win
San Antonio,Sacramento,2024-02-22 11:15:26,115.117,120.519,235.636,0.351,0.649,122,127,249,Sacramento,Sacramento,Win,241.0,Under,Loss
Toronto,Atlanta,2024-02-23 11:15:58,117.163,116.993,234.156,0.505,0.495,123,121,244,Toronto,Toronto,Win,245.0,Under,Win
Cleveland,Philadelphia,2024-02-23 11:15:58,112.499,111.78,224.279,0.52,0.48,97,104,201,Cleveland,Philadelphia,Loss,228.0,Under,Win
Phoenix,Houston,2024-02-23 11:15:58,115.7,112.648,228.348,0.586,0.414,110,114,224,Phoenix,Houston,Loss,231.0,Under,Win
Miami,New Orleans,2024-02-23 11:15:59,111.093,112.563,223.656,0.459,0.541,106,95,201,New Orleans,Miami,Loss,222.5,Over,Loss
Washington,Okla City,2024-02-23 11:15:59,114.474,119.175,233.649,0.369,0.631,106,147,253,Okla City,Okla City,Win,241.5,Under,Loss
Charlotte,Golden State,2024-02-23 11:15:59,113.54,118.599,232.139,0.36,0.64,84,97,181,Golden State,Golden State,Win,229.5,Over,Loss
Denver,Portland,2024-02-23 11:15:59,115.894,110.775,226.669,0.642,0.358,127,112,239,Denver,Denver,Win,219.5,Over,Win
Milwaukee,Minnesota,2024-02-23 11:15:59,115.198,115.446,230.644,0.494,0.506,112,107,219,Minnesota,Milwaukee,Loss,225.0,Over,Loss
San Antonio,LA Lakers,2024-02-23 11:15:59,114.384,119.222,233.606,0.367,0.633,118,123,241,LA Lakers,LA Lakers,Win,237.5,Under,Loss
Orlando,Detroit,2024-02-24 11:14:27,115.868,111.999,227.868,0.608,0.392,112,109,221,Orlando,Orlando,Win,224.5,Over,Loss
Boston,New York,2024-02-24 11:14:27,114.627,112.486,227.113,0.56,0.44,116,102,218,Boston,Boston,Win,224.5,Over,Loss
Brooklyn,Minnesota,2024-02-24 11:14:28,111.897,114.175,226.072,0.435,0.565,86,101,187,Minnesota,Minnesota,Win,216.5,Over,Loss
Milwaukee,Philadelphia,2024-02-25 11:14:46,115.563,115.975,231.538,0.489,0.511,119,98,217,Philadelphia,Milwaukee,Loss,233.5,Under,Win
LA Lakers,Phoenix,2024-02-25 11:14:46,115.013,115.924,230.937,0.475,0.525,113,123,236,Phoenix,Phoenix,Win,239.0,Under,Win
Dallas,Indiana,2024-02-25 11:14:47,118.63,117.78,236.41,0.524,0.476,111,133,244,Dallas,Indiana,Loss,253.5,Under,Win
Cleveland,Washington,2024-02-25 11:14:47,116.079,110.809,226.888,0.646,0.354,114,105,219,Cleveland,Cleveland,Win,233.0,Under,Win
Orlando,Atlanta,2024-02-25 11:14:47,116.229,116.017,232.246,0.505,0.495,92,109,201,Orlando,Atlanta,Loss,225.5,Over,Loss
Chicago,New Orleans,2024-02-25 11:14:47,112.3,113.865,226.165,0.456,0.544,114,106,220,New Orleans,Chicago,Loss,222.0,Over,Loss
Denver,Golden State,2024-02-25 11:14:47,115.945,114.782,230.727,0.533,0.467,119,103,222,Denver,Denver,Win,231.0,Under,Win
Okla City,Houston,2024-02-25 11:14:47,117.536,113.44,230.976,0.613,0.387,123,110,233,Okla City,Okla City,Win,235.0,Under,Win
San Antonio,Utah,2024-02-25 11:14:47,115.876,119.63,235.506,0.395,0.605,109,128,237,Utah,Utah,Win,241.0,Under,Win
Charlotte,Portland,2024-02-25 11:14:47,113.338,114.266,227.604,0.475,0.525,93,80,173,Portland,Charlotte,Loss,215.0,Over,Loss
Sacramento,LA Clippers,2024-02-25 11:14:47,116.233,116.82,233.053,0.484,0.516,123,107,230,LA Clippers,Sacramento,Loss,239.5,Under,Win
Toronto,Indiana,2024-02-26 11:14:15,117.069,117.141,234.21,0.499,0.501,130,122,252,Indiana,Toronto,Loss,245.0,Under,Loss
Detroit,New York,2024-02-26 11:14:15,111.099,117.136,228.235,0.334,0.666,111,113,224,New York,New York,Win,224.0,Over,Tie
Brooklyn,Memphis,2024-02-26 11:14:16,112.65,112.644,225.294,0.5,0.5,111,86,197,Brooklyn,Brooklyn,Win,214.0,Over,Loss
Miami,Sacramento,2024-02-26 11:14:16,113.754,114.369,228.123,0.482,0.518,121,110,231,Sacramento,Miami,Loss,225.0,Over,Win
Brooklyn,Orlando,2024-02-27 11:15:02,112.425,112.47,224.895,0.498,0.502,81,108,189,Orlando,Orlando,Win,214.0,Over,Loss
Dallas,Cleveland,2024-02-27 11:15:02,112.043,114.265,226.309,0.438,0.562,119,121,240,Cleveland,Cleveland,Win,232.5,Under,Loss
Golden State,Washington,2024-02-27 11:15:02,118.975,115.389,234.363,0.6,0.4,123,112,235,Golden State,Golden State,Win,241.0,Under,Win
Utah,Atlanta,2024-02-27 11:15:02,119.139,119.425,238.564,0.492,0.508,97,124,221,Atlanta,Atlanta,Win,236.0,Over,Loss
Philadelphia,Boston,2024-02-27 11:15:03,113.049,115.274,228.323,0.438,0.562,99,117,216,Boston,Boston,Win,229.5,Under,Win
New Orleans,New York,2024-02-27 11:15:03,112.927,113.221,226.148,0.491,0.509,115,92,207,New York,New Orleans,Loss,219.5,Over,Loss
Detroit,Chicago,2024-02-27 11:15:03,111.949,116.159,228.108,0.382,0.618,105,95,200,Chicago,Detroit,Loss,225.0,Over,Loss
Charlotte,Milwaukee,2024-02-27 11:15:03,112.777,118.522,231.299,0.342,0.658,85,123,208,Milwaukee,Milwaukee,Win,221.5,Over,Loss
San Antonio,Minnesota,2024-02-27 11:15:03,111.722,118.065,229.787,0.327,0.673,105,114,219,Minnesota,Minnesota,Win,225.5,Over,Loss
Miami,Portland,2024-02-27 11:15:03,113.37,109.974,223.344,0.594,0.406,106,96,202,Miami,Miami,Win,213.0,Over,Loss
Houston,Okla City,2024-02-27 11:15:03,113.39,117.612,231.002,0.383,0.617,95,112,207,Okla City,Okla City,Win,236.0,Under,Win
New Orleans,Indiana,2024-02-28 11:17:04,117.992,116.009,234.001,0.556,0.444,114,123,237,New Orleans,Indiana,Loss,239.5,Under,Win
Dallas,Toronto,2024-02-28 11:17:04,115.396,114.695,230.09,0.519,0.481,136,125,261,Dallas,Dallas,Win,238.5,Under,Loss
Cleveland,Chicago,2024-02-28 11:17:04,112.6,110.029,222.629,0.572,0.428,123,132,255,Cleveland,Chicago,Loss,216.0,Over,Win
Memphis,Minnesota,2024-02-28 11:17:04,111.1,113.598,224.697,0.429,0.571,101,110,211,Minnesota,Minnesota,Win,211.5,Over,Loss
Sacramento,Denver,2024-02-28 11:17:04,115.022,116.39,231.412,0.461,0.539,96,117,213,Denver,Denver,Win,229.5,Over,Loss
LA Lakers,LA Clippers,2024-02-28 11:17:04,114.937,115.999,230.937,0.47,0.53,116,112,228,LA Clippers,LA Lakers,Loss,235.5,Under,Win
Milwaukee,Charlotte,2024-02-29 11:16:02,118.547,112.529,231.076,0.664,0.336,111,99,210,Milwaukee,Milwaukee,Win,217.5,Over,Loss
Utah,Orlando,2024-02-29 11:16:02,114.745,115.258,230.003,0.486,0.514,107,115,222,Orlando,Orlando,Win,224.5,Over,Loss
Atlanta,Brooklyn,2024-02-29 11:16:02,116.533,116.274,232.807,0.507,0.493,97,124,221,Atlanta,Brooklyn,Loss,224.5,Over,Loss
Golden State,New York,2024-02-29 11:16:02,114.606,115.465,230.071,0.476,0.524,110,99,209,New York,Golden State,Loss,223.5,Over,Loss
Okla City,San Antonio,2024-02-29 11:16:02,120.568,113.594,234.162,0.689,0.311,118,132,250,Okla City,San Antonio,Loss,236.0,Under,Loss
Houston,Phoenix,2024-02-29 11:16:02,112.547,115.725,228.272,0.412,0.588,105,110,215,Phoenix,Phoenix,Win,234.0,Under,Win
Miami,Denver,2024-02-29 11:16:02,110.274,112.166,222.44,0.446,0.554,97,103,200,Denver,Denver,Win,214.5,Over,Loss
Washington,LA Lakers,2024-02-29 11:16:02,115.018,117.968,232.985,0.417,0.583,131,134,265,LA Lakers,LA Lakers,Win,241.5,Under,Loss
Charlotte,Philadelphia,2024-03-01 11:15:24,110.567,116.494,227.061,0.337,0.663,114,121,235,Philadelphia,Philadelphia,Win,212.5,Over,Win
Cleveland,Detroit,2024-03-01 11:15:24,116.373,109.787,226.16,0.679,0.321,110,100,210,Cleveland,Cleveland,Win,221.5,Over,Loss
Dallas,Boston,2024-03-01 11:15:24,113.51,117.291,230.801,0.395,0.605,110,138,248,Boston,Boston,Win,237.0,Under,Loss
Golden State,Toronto,2024-03-01 11:15:24,116.557,115.24,231.797,0.537,0.463,120,105,225,Golden State,Golden State,Win,237.0,Under,Win
Indiana,New Orleans,2024-03-01 11:15:24,116.06,117.942,234.003,0.448,0.552,102,129,231,New Orleans,New Orleans,Win,238.5,Under,Win
Portland,Memphis,2024-03-01 11:15:24,111.543,114.016,225.559,0.431,0.569,122,92,214,Memphis,Portland,Loss,208.5,Over,Win
Sacramento,Minnesota,2024-03-01 11:15:24,114.925,116.087,231.012,0.468,0.532,124,120,244,Minnesota,Sacramento,Loss,223.5,Over,Win
Milwaukee,Chicago,2024-03-01 11:15:25,115.773,113.988,229.761,0.55,0.45,113,97,210,Milwaukee,Milwaukee,Win,221.0,Over,Loss
Washington,LA Clippers,2024-03-01 11:15:25,113.575,117.485,231.059,0.39,0.61,115,140,255,LA Clippers,LA,Loss,239.5,Under,Loss
Atlanta,Brooklyn,2024-03-02 11:16:19,116.334,116.326,232.66,0.5,0.5,102,114,216,Atlanta,Brooklyn,Loss,220.0,Over,Loss
Utah,Miami,2024-03-02 11:16:19,113.255,114.377,227.633,0.468,0.532,120,126,246,Miami,Miami,Win,223.5,Over,Win
Portland,Memphis,2024-03-02 11:16:19,111.668,113.867,225.535,0.438,0.562,107,100,207,Memphis,Portland,Loss,209.0,Over,Loss
Denver,LA Lakers,2024-03-02 11:16:19,115.622,113.658,229.28,0.554,0.446,124,114,238,Denver,Denver,Win,228.5,Over,Win
Houston,Phoenix,2024-03-02 11:16:19,112.472,115.7,228.172,0.41,0.59,118,109,227,Phoenix,Houston,Loss,233.0,Under,Win
Philadelphia,Dallas,2024-03-03 11:14:25,115.725,114.177,229.901,0.544,0.456,120,116,236,Philadelphia,Philadelphia,Win,235.5,Under,Loss
Golden State,Boston,2024-03-03 11:14:25,114.504,117.795,232.299,0.408,0.592,88,140,228,Boston,Boston,Win,230.0,Over,Loss
Charlotte,Toronto,2024-03-03 11:14:25,111.894,115.633,227.527,0.397,0.603,106,111,217,Toronto,Toronto,Win,222.5,Over,Loss
Detroit,Orlando,2024-03-03 11:14:25,111.749,115.55,227.299,0.394,0.606,91,113,204,Orlando,Orlando,Win,218.0,Over,Loss
New York,Cleveland,2024-03-03 11:14:25,110.912,111.795,222.707,0.475,0.525,107,98,205,Cleveland,New York,Loss,212.5,Over,Loss
Indiana,San Antonio,2024-03-03 11:14:25,120.821,116.654,237.474,0.617,0.383,105,117,222,Indiana,San Antonio,Loss,243.5,Under,Win
Okla City,Phoenix,2024-03-03 11:14:26,116.237,115.175,231.412,0.53,0.47,118,110,228,Okla City,Okla City,Win,234.0,Under,Win
Memphis,Brooklyn,2024-03-04 12:01:56,112.145,112.575,224.72,0.488,0.512,106,102,208,Brooklyn,Memphis,Loss,209.0,Over,Loss
Portland,Minnesota,2024-03-04 12:01:56,110.65,115.319,225.969,0.37,0.63,114,119,233,Minnesota,Minnesota,Win,211.5,Over,Win
Washington,Utah,2024-03-04 12:01:56,116.544,118.395,234.939,0.448,0.552,115,127,242,Utah,Utah,Win,238.0,Under,Loss
Chicago,Sacramento,2024-03-04 12:01:57,115.04,115.724,230.765,0.48,0.52,113,109,222,Sacramento,Chicago,Loss,227.5,Over,Loss
Okla City,LA Lakers,2024-03-04 12:01:57,117.842,115.821,233.663,0.558,0.442,104,116,220,Okla City,LA Lakers,Loss,237.5,Under,Win
Orlando,Charlotte,2024-03-05 11:17:17,114.484,110.617,225.101,0.607,0.393,101,89,190,Orlando,Orlando,Win,209.0,Over,Loss
Atlanta,New York,2024-03-05 11:17:18,114.868,117.052,231.92,0.438,0.562,116,100,216,New York,Atlanta,Loss,216.5,Over,Loss
Boston,Cleveland,2024-03-05 11:17:18,113.39,111.594,224.984,0.55,0.45,104,105,209,Boston,Cleveland,Loss,219.0,Over,Loss
Philadelphia,Brooklyn,2024-03-05 11:17:18,114.269,112.075,226.344,0.561,0.439,107,112,219,Philadelphia,Brooklyn,Loss,217.0,Over,Win
Detroit,Miami,2024-03-05 11:17:18,110.322,114.693,225.015,0.378,0.622,110,118,228,Miami,Miami,Win,217.5,Over,Win
New Orleans,Toronto,2024-03-05 11:17:18,114.874,112.873,227.747,0.557,0.443,139,98,237,New Orleans,New Orleans,Win,228.5,Under,Loss
San Antonio,Houston,2024-03-05 11:17:18,114.214,116.619,230.833,0.433,0.567,101,114,215,Houston,Houston,Win,229.0,Over,Loss
Indiana,Dallas,2024-03-05 11:17:18,117.836,118.581,236.417,0.479,0.521,137,120,257,Dallas,Indiana,Loss,246.0,Under,Loss
Phoenix,Denver,2024-03-05 11:17:18,113.0,114.097,227.097,0.469,0.531,117,107,224,Denver,Phoenix,Loss,224.0,Over,Tie
Orlando,Washington,2024-03-06 11:15:45,115.377,112.82,228.197,0.571,0.429,119,109,228,Orlando,Orlando,Win,223.5,Over,Win
Cleveland,Atlanta,2024-03-06 11:15:46,116.438,113.483,229.921,0.583,0.417,101,112,213,Cleveland,Atlanta,Loss,216.0,Over,Loss
Memphis,Philadelphia,2024-03-06 11:15:46,111.499,114.043,225.542,0.429,0.571,115,109,224,Philadelphia,Memphis,Loss,209.0,Over,Win
Chicago,Utah,2024-03-06 11:15:46,115.673,114.847,230.52,0.523,0.477,119,117,236,Chicago,Chicago,Win,223.0,Over,Win
Milwaukee,Golden State,2024-03-06 11:15:46,118.044,116.866,234.91,0.533,0.467,90,125,215,Milwaukee,Golden State,Loss,226.5,Over,Loss
Okla City,Portland,2024-03-06 11:15:46,117.818,112.679,230.497,0.642,0.358,128,120,248,Okla City,Okla City,Win,224.0,Over,Win
Sacramento,LA Lakers,2024-03-06 11:15:47,117.742,117.299,235.04,0.512,0.488,130,120,250,Sacramento,Sacramento,Win,238.0,Under,Loss
Brooklyn,Detroit,2024-03-07 11:15:39,115.914,112.146,228.06,0.605,0.395,112,118,230,Brooklyn,Detroit,Loss,215.0,Over,Win
Minnesota,Indiana,2024-03-07 11:15:39,117.429,115.29,232.719,0.56,0.44,113,111,224,Minnesota,Minnesota,Win,228.0,Over,Loss
Miami,Dallas,2024-03-07 11:15:39,113.032,112.896,225.928,0.504,0.496,108,114,222,Miami,Dallas,Loss,231.5,Under,Win
Toronto,Phoenix,2024-03-07 11:15:40,113.35,115.024,228.374,0.453,0.547,113,120,233,Phoenix,Phoenix,Win,231.5,Under,Loss
Boston,Denver,2024-03-07 11:15:40,114.727,112.578,227.304,0.56,0.44,109,115,224,Boston,Denver,Loss,221.5,Over,Win
Chicago,Golden State,2024-03-07 11:15:40,114.479,115.335,229.814,0.476,0.524,125,122,247,Golden State,Chicago,Loss,223.5,Over,Win
San Antonio,Sacramento,2024-03-07 11:15:40,115.195,120.419,235.614,0.356,0.644,129,131,260,Sacramento,Sacramento,Win,238.5,Under,Loss
Charlotte,Washington,2024-03-08 11:14:40,114.208,115.636,229.844,0.46,0.54,100,112,212,Washington,Washington,Win,226.0,Over,Loss
New Orleans,Philadelphia,2024-03-08 11:14:40,113.711,113.639,227.35,0.503,0.497,103,95,198,New Orleans,New Orleans,Win,221.5,Over,Loss
Minnesota,Cleveland,2024-03-08 11:14:40,111.057,111.772,222.829,0.48,0.52,104,113,217,Cleveland,Cleveland,Win,207.5,Over,Win
Orlando,New York,2024-03-08 11:14:41,111.024,112.696,223.72,0.452,0.548,74,98,172,New York,New York,Win,206.5,Over,Loss
