team_name_1,team_name_2,timestamp,team_1_adj_pts,team_2_adj_pts,total_adj_pts,team_1_win_percentage,team_2_win_percentage,team_1_actual_points,team_2_actual_points,total_actual_points,moneyline_prediction,actual_winner,moneyline_result,total_o_u_points,o_u_prediction,o_u_result,,
Indiana,Denver,2024-01-14 11:15:58,116.014,118.566,234.58,0.429,0.571,109,117,226,Denver,Denver,Win,237.0,Under,Win
Charlotte,Miami,2024-01-14 11:15:58,110.125,114.754,224.879,0.372,0.628,87,104,191,Miami,Miami,Win,222.0,Over,Loss
Sacramento,Milwaukee,2024-01-14 11:15:58,117.77,119.114,236.884,0.462,0.538,142,143,285,Milwaukee,Milwaukee,Win,247.0,Under,Loss
Phoenix,Portland,2024-01-14 11:15:59,115.869,111.74,227.608,0.615,0.385,127,116,243,Phoenix,Phoenix,Win,231.0,Under,Loss
Houston,Philadelphia,2024-01-15 11:16:58,111.249,115.822,227.071,0.373,0.627,115,124,239,Philadelphia,Philadelphia,Win,228.0,Under,Loss
New Orleans,Dallas,2024-01-15 11:16:58,115.5,114.231,229.731,0.536,0.464,120,125,245,New Orleans,Dallas,Loss,235.0,Under,Loss
Detroit,Washington,2024-01-15 11:16:58,115.212,117.433,232.646,0.437,0.563,129,117,246,Washington,Detroit,Loss,241.0,Under,Loss
Orlando,New York,2024-01-15 11:16:58,111.75,113.82,225.57,0.441,0.559,98,94,192,New York,Orlando,Loss,221.5,Over,Loss
San Antonio,Atlanta,2024-01-15 11:16:58,116.9,121.169,238.069,0.381,0.619,99,109,208,Atlanta,Atlanta,Win,246.0,Under,Win
Golden State,Memphis,2024-01-15 11:16:58,115.427,114.719,230.146,0.52,0.48,107,116,223,Golden State,Memphis,Loss,226.5,Over,Loss
Chicago,Cleveland,2024-01-15 11:16:59,110.291,112.125,222.416,0.448,0.552,91,109,200,Cleveland,Cleveland,Win,220.5,Over,Loss
Boston,Toronto,2024-01-15 11:16:59,116.624,112.691,229.315,0.609,0.391,105,96,201,Boston,Boston,Win,242.5,Under,Win
Miami,Brooklyn,2024-01-15 11:16:59,112.461,111.736,224.197,0.52,0.48,96,95,191,Miami,Miami,Win,217.5,Over,Loss
Indiana,Utah,2024-01-15 11:16:59,119.617,119.028,238.645,0.517,0.483,105,132,237,Indiana,Utah,Loss,247.5,Under,Win
Okla City,LA Lakers,2024-01-15 11:16:59,117.679,115.125,232.804,0.572,0.428,105,112,217,Okla City,LA Lakers,Loss,237.0,Under,Win
Denver,Philadelphia,2024-01-16 11:17:09,113.274,113.839,227.112,0.484,0.516,121,126,247,Philadelphia,Philadelphia,Win,227.0,Over,Win
Sacramento,Phoenix,2024-01-16 11:17:09,116.213,116.265,232.478,0.498,0.502,117,119,236,Phoenix,Phoenix,Win,243.0,Under,Win
Okla City,LA Clippers,2024-01-16 11:17:09,116.173,115.225,231.398,0.526,0.474,117,128,245,Okla City,LA,Loss,236.5,Under,Loss
Minnesota,Detroit,2024-01-17 11:16:36,117.281,111.2,228.481,0.667,0.333,124,117,241,Minnesota,Minnesota,Win,223.0,Over,Win
Miami,Toronto,2024-01-17 11:16:36,112.261,111.831,224.092,0.512,0.488,97,121,218,Miami,Toronto,Loss,227.5,Under,Win
Orlando,Atlanta,2024-01-17 11:16:36,116.237,116.12,232.357,0.504,0.496,104,106,210,Orlando,Atlanta,Loss,232.0,Over,Loss
San Antonio,Boston,2024-01-17 11:16:36,111.847,120.563,232.411,0.269,0.731,98,117,215,Boston,Boston,Win,237.0,Under,Win
Milwaukee,Cleveland,2024-01-17 11:16:36,114.632,114.5,229.133,0.504,0.496,95,135,230,Milwaukee,Cleveland,Loss,238.0,Under,Win
Houston,New York,2024-01-17 11:16:36,111.55,114.9,226.45,0.406,0.594,94,109,203,New York,New York,Win,220.0,Over,Loss
Charlotte,New Orleans,2024-01-17 11:16:36,110.967,117.039,228.006,0.334,0.666,112,132,244,New Orleans,New Orleans,Win,229.0,Under,Loss
Dallas,LA Lakers,2024-01-17 11:16:37,115.924,115.45,231.374,0.514,0.486,110,127,237,Dallas,LA Lakers,Loss,242.0,Under,Win
Golden State,Utah,2024-01-17 11:16:37,117.875,117.175,235.05,0.52,0.48,0,0,0,Golden State,Tie,Loss,243.0,Under,Win
Brooklyn,Portland,2024-01-17 11:16:37,115.233,112.16,227.393,0.586,0.414,103,105,208,Brooklyn,Portland,Loss,223.0,Over,Loss
Chicago,Toronto,2024-01-18 11:21:45,112.619,112.971,225.59,0.49,0.51,116,110,226,Toronto,Chicago,Loss,225.0,Over,Win
Washington,New York,2024-01-18 11:21:45,112.764,117.17,229.934,0.378,0.622,109,113,222,New York,New York,Win,237.0,Under,Win
Okla City,Utah,2024-01-18 11:21:45,118.848,116.021,234.869,0.579,0.421,134,129,263,Okla City,Okla City,Win,246.5,Under,Loss
Indiana,Sacramento,2024-01-18 11:21:45,119.291,120.32,239.611,0.47,0.53,126,121,247,Sacramento,Indiana,Loss,247.0,Under,Tie
Memphis,Minnesota,2024-01-18 11:21:45,111.849,113.648,225.498,0.451,0.549,103,118,221,Minnesota,Minnesota,Win,215.0,Over,Win
San Antonio,Charlotte,2024-01-19 11:17:04,115.581,115.781,231.363,0.494,0.506,120,124,244,Charlotte,Charlotte,Win,236.0,Under,Loss
Philadelphia,Orlando,2024-01-19 11:17:04,114.655,111.349,226.005,0.592,0.408,124,109,233,Philadelphia,Philadelphia,Win,222.0,Over,Win
Denver,Boston,2024-01-19 11:17:05,113.324,114.961,228.285,0.455,0.545,102,100,202,Boston,Denver,Loss,234.5,Under,Win
Atlanta,Miami,2024-01-19 11:17:05,114.674,115.335,230.009,0.481,0.519,109,108,217,Miami,Atlanta,Loss,228.0,Over,Loss
Phoenix,New Orleans,2024-01-19 11:17:05,113.543,114.469,228.012,0.474,0.526,123,109,232,New Orleans,Phoenix,Loss,236.0,Under,Win
Indiana,Portland,2024-01-19 11:17:05,118.886,115.741,234.626,0.587,0.413,115,118,233,Indiana,Portland,Loss,237.5,Under,Win
Brooklyn,LA Lakers,2024-01-19 11:17:05,114.195,114.647,228.842,0.488,0.512,130,112,242,LA Lakers,Brooklyn,Loss,226.5,Over,Win
Milwaukee,Detroit,2024-01-20 11:15:07,120.575,114.061,234.636,0.677,0.323,141,135,276,Milwaukee,Milwaukee,Win,242.5,Under,Loss
Philadelphia,Charlotte,2024-01-20 11:15:07,117.821,110.424,228.245,0.7,0.3,97,89,186,Philadelphia,Philadelphia,Win,231.5,Under,Win
San Antonio,Washington,2024-01-20 11:15:08,116.07,118.184,234.254,0.44,0.56,131,127,258,Washington,San Antonio,Loss,241.5,Under,Loss
Cleveland,Atlanta,2024-01-20 11:15:08,116.331,113.791,230.122,0.57,0.43,116,95,211,Cleveland,Cleveland,Win,232.5,Under,Win
Toronto,New York,2024-01-20 11:15:08,112.517,114.149,226.666,0.454,0.546,100,126,226,New York,New York,Win,228.5,Under,Win
Memphis,Chicago,2024-01-20 11:15:08,112.05,112.297,224.347,0.493,0.507,96,125,221,Chicago,Chicago,Win,215.5,Over,Win
Utah,Houston,2024-01-20 11:15:08,116.121,114.825,230.946,0.537,0.463,126,127,253,Utah,Houston,Loss,233.5,Under,Loss
Okla City,Minnesota,2024-01-20 11:15:08,115.5,114.799,230.298,0.52,0.48,102,97,199,Okla City,Okla City,Win,228.5,Over,Loss
Brooklyn,LA Clippers,2024-01-21 11:15:36,113.05,114.721,227.771,0.453,0.547,114,125,239,LA Clippers,LA,Loss,226.5,Over,Win
Denver,Washington,2024-01-21 11:15:36,117.707,112.737,230.444,0.637,0.363,113,104,217,Denver,Denver,Win,239.0,Under,Win
Miami,Orlando,2024-01-21 11:15:37,111.468,110.772,222.24,0.519,0.481,87,105,192,Miami,Orlando,Loss,216.0,Over,Loss
Boston,Houston,2024-01-21 11:15:37,116.938,111.224,228.163,0.657,0.343,116,107,223,Boston,Boston,Win,228.0,Over,Loss
Indiana,Phoenix,2024-01-21 11:15:37,116.891,118.105,234.997,0.466,0.534,110,117,227,Phoenix,Phoenix,Win,248.0,Under,Win
Portland,LA Lakers,2024-01-21 11:15:37,112.947,116.222,229.169,0.409,0.591,110,134,244,LA Lakers,LA Lakers,Win,227.5,Over,Win
Cleveland,Orlando,2024-01-22 11:17:00,112.425,109.888,222.313,0.571,0.429,126,99,225,Cleveland,Cleveland,Win,215.0,Over,Win
Milwaukee,Detroit,2024-01-22 11:17:00,120.775,114.262,235.037,0.678,0.322,122,113,235,Milwaukee,Milwaukee,Win,247.5,Under,Win
San Antonio,Philadelphia,2024-01-22 11:17:00,111.695,119.416,231.111,0.292,0.708,123,133,256,Philadelphia,Philadelphia,Win,237.5,Under,Loss
Memphis,Toronto,2024-01-22 11:17:00,112.946,113.5,226.445,0.485,0.515,108,100,208,Toronto,Memphis,Loss,226.0,Over,Loss
Charlotte,Minnesota,2024-01-22 11:17:01,110.497,116.279,226.776,0.341,0.659,128,125,253,Minnesota,Charlotte,Loss,222.5,Over,Win
Boston,Dallas,2024-01-22 11:17:01,117.142,113.515,230.657,0.601,0.399,119,110,229,Boston,Boston,Win,239.5,Under,Win
Chicago,Phoenix,2024-01-22 11:17:01,112.447,113.339,225.787,0.474,0.526,113,115,228,Phoenix,Phoenix,Win,229.0,Under,Win
Atlanta,Sacramento,2024-01-22 11:17:01,118.524,119.774,238.297,0.464,0.536,107,122,229,Sacramento,Sacramento,Win,237.0,Over,Loss
Denver,Indiana,2024-01-23 09:23:17,118.416,115.602,234.018,0.579,0.421,114,109,223,Denver,Denver,Win,239.0,Under,Win
New York,Brooklyn,2024-01-23 09:23:17,114.299,112.169,226.469,0.56,0.44,108,103,211,New York,New York,Win,223.0,Over,Loss
Utah,New Orleans,2024-01-23 09:23:17,114.8,116.942,231.742,0.44,0.56,124,153,277,New Orleans,New Orleans,Win,238.5,Under,Loss
Portland,Okla City,2024-01-23 09:23:17,112.751,118.37,231.121,0.345,0.655,109,111,220,Okla City,Okla City,Win,234.5,Under,Win
LA Lakers,LA Clippers,2024-01-23 09:23:17,114.216,115.575,229.791,0.461,0.539,116,127,243,LA Clippers,LA,Loss,232.0,Under,Loss
Charlotte,Detroit,2024-01-24 11:16:43,115.197,114.894,230.091,0.509,0.491,106,113,219,Charlotte,Detroit,Loss,233.0,Under,Win
Minnesota,Washington,2024-01-24 11:16:43,116.919,112.942,229.861,0.611,0.389,118,107,225,Minnesota,Minnesota,Win,230.0,Under,Win
Memphis,Miami,2024-01-24 11:16:43,110.895,111.539,222.434,0.482,0.518,105,96,201,Miami,Memphis,Loss,212.5,Over,Loss
Cleveland,Milwaukee,2024-01-24 11:16:43,114.877,114.274,229.151,0.517,0.483,116,126,242,Cleveland,Milwaukee,Loss,236.0,Under,Loss
Portland,Houston,2024-01-24 11:16:43,112.899,114.366,227.265,0.459,0.541,137,131,268,Houston,Portland,Loss,221.5,Over,Win
Phoenix,Dallas,2024-01-24 11:16:43,115.324,114.715,230.039,0.517,0.483,132,109,241,Phoenix,Phoenix,Win,240.5,Under,Loss
Okla City,San Antonio,2024-01-24 11:16:43,120.891,113.97,234.861,0.688,0.312,140,114,254,Okla City,Okla City,Win,241.0,Under,Loss
Atlanta,Golden State,2024-01-24 11:16:43,118.172,118.968,237.14,0.477,0.523,112,134,246,Golden State,Golden State,Win,233.0,Over,Win
Philadelphia,Indiana,2024-01-25 11:17:05,118.954,115.452,234.407,0.597,0.403,122,134,256,Philadelphia,Indiana,Loss,237.0,Under,Loss
Utah,Washington,2024-01-25 11:17:05,118.394,116.453,234.847,0.555,0.445,123,108,231,Utah,Utah,Win,245.0,Under,Win
Boston,Miami,2024-01-25 11:17:05,114.065,110.274,224.339,0.606,0.394,143,110,253,Boston,Boston,Win,225.5,Under,Loss
Minnesota,Brooklyn,2024-01-25 11:17:05,114.075,112.372,226.447,0.549,0.451,96,94,190,Minnesota,Minnesota,Win,218.0,Over,Loss
Denver,New York,2024-01-25 11:17:05,113.251,112.736,225.987,0.515,0.485,84,122,206,Denver,New York,Loss,223.0,Over,Loss
Sacramento,Golden State,2024-01-25 11:17:06,118.271,117.825,236.096,0.512,0.488,134,133,267,Sacramento,Sacramento,Win,240.5,Under,Loss
Chicago,LA Lakers,2024-01-25 11:17:06,113.609,113.734,227.343,0.496,0.504,132,141,273,LA Lakers,LA Lakers,Win,226.5,Over,Win
Dallas,Atlanta,2024-01-26 11:15:17,118.28,117.416,235.696,0.524,0.476,148,143,291,Dallas,Dallas,Win,243.0,Under,Loss
Houston,Charlotte,2024-01-26 11:15:17,115.101,112.713,227.814,0.567,0.433,138,104,242,Houston,Houston,Win,223.5,Over,Win
Phoenix,Indiana,2024-01-26 11:15:17,118.111,116.693,234.804,0.54,0.46,131,133,264,Phoenix,Indiana,Loss,243.0,Under,Loss
Cleveland,Milwaukee,2024-01-26 11:15:17,114.852,114.379,229.232,0.513,0.487,112,100,212,Cleveland,Cleveland,Win,237.5,Under,Win
Orlando,Memphis,2024-01-26 11:15:17,112.147,112.275,224.422,0.497,0.503,106,107,213,Memphis,Memphis,Win,212.5,Over,Win
Okla City,New Orleans,2024-01-26 11:15:17,116.021,115.499,231.521,0.514,0.486,107,83,190,Okla City,Okla City,Win,240.5,Under,Win
Portland,San Antonio,2024-01-26 11:15:17,116.577,115.103,231.681,0.541,0.459,100,116,216,Portland,San Antonio,Loss,231.5,Over,Loss
Washington,Detroit,2024-01-27 11:13:42,117.281,115.403,232.684,0.553,0.447,118,104,222,Washington,Washington,Win,243.5,Under,Win
Miami,New York,2024-01-27 11:13:42,110.224,112.377,222.602,0.44,0.56,109,125,234,New York,New York,Win,215.5,Over,Win
Philadelphia,Denver,2024-01-27 11:13:42,113.864,113.131,226.995,0.521,0.479,105,111,216,Philadelphia,Denver,Loss,228.5,Under,Win
Houston,Brooklyn,2024-01-27 11:13:43,112.848,114.243,227.09,0.461,0.539,104,106,210,Brooklyn,Brooklyn,Win,218.5,Over,Loss
Utah,Charlotte,2024-01-27 11:13:43,117.998,114.115,232.113,0.608,0.392,134,122,256,Utah,Utah,Win,236.0,Under,Loss
New Orleans,Milwaukee,2024-01-27 11:13:43,116.298,116.431,232.729,0.495,0.505,117,141,258,Milwaukee,Milwaukee,Win,241.0,Under,Loss
LA Lakers,Golden State,2024-01-27 11:13:43,116.697,116.869,233.566,0.495,0.505,145,144,289,Golden State,LA Lakers,Loss,239.5,Under,Loss
Minnesota,San Antonio,2024-01-27 11:13:43,118.153,112.197,230.351,0.663,0.337,112,113,225,Minnesota,San Antonio,Loss,228.0,Over,Loss
Sacramento,Dallas,2024-01-27 11:13:43,117.814,117.222,235.036,0.518,0.482,120,115,235,Sacramento,Sacramento,Win,242.0,Under,Win
Okla City,Detroit,2024-01-28 11:16:06,119.974,112.987,232.961,0.689,0.311,104,120,224,Okla City,Detroit,Loss,239.0,Under,Win
Memphis,Indiana,2024-01-28 11:16:06,116.531,116.612,233.144,0.498,0.502,110,116,226,Indiana,Indiana,Win,232.0,Over,Loss
Toronto,Atlanta,2024-01-28 11:16:06,117.069,116.521,233.59,0.515,0.485,125,126,251,Toronto,Atlanta,Loss,240.0,Under,Loss
Phoenix,Orlando,2024-01-28 11:16:06,113.892,112.346,226.238,0.544,0.456,98,113,211,Phoenix,Orlando,Loss,227.5,Under,Win
Chicago,Portland,2024-01-28 11:16:06,114.594,111.448,226.042,0.587,0.413,104,96,200,Chicago,Chicago,Win,218.0,Over,Loss
New York,Charlotte,2024-01-29 11:15:35,116.782,110.299,227.081,0.677,0.323,113,92,205,New York,New York,Win,223.5,Over,Loss
New Orleans,Boston,2024-01-29 11:15:35,113.15,115.639,228.789,0.431,0.569,112,118,230,Boston,Boston,Win,233.5,Under,Win
Utah,Brooklyn,2024-01-29 11:15:35,115.483,115.714,231.196,0.494,0.506,114,147,261,Brooklyn,Brooklyn,Win,235.0,Under,Loss
Phoenix,Miami,2024-01-29 11:15:35,112.65,111.536,224.186,0.531,0.469,118,105,223,Phoenix,Phoenix,Win,229.5,Under,Win
Sacramento,Memphis,2024-01-29 11:15:35,116.103,114.911,231.014,0.534,0.466,103,94,197,Sacramento,Sacramento,Win,225.0,Over,Loss
LA Lakers,Houston,2024-01-29 11:15:36,115.849,113.982,229.832,0.553,0.447,119,135,254,LA Lakers,Houston,Loss,227.5,Over,Win
Minnesota,Okla City,2024-01-29 11:15:36,114.425,115.31,229.734,0.476,0.524,107,101,208,Okla City,Minnesota,Loss,224.5,Over,Loss
Washington,San Antonio,2024-01-29 11:15:36,118.131,116.082,234.212,0.557,0.443,118,113,231,Washington,Washington,Win,241.0,Under,Win
Orlando,Dallas,2024-01-29 11:15:36,113.749,114.407,228.156,0.482,0.518,129,131,260,Dallas,Dallas,Win,228.5,Under,Loss
Milwaukee,Denver,2024-01-29 11:15:36,115.748,116.097,231.845,0.491,0.509,107,113,220,Denver,Denver,Win,239.0,Under,Win
Philadelphia,Portland,2024-01-29 11:15:36,116.9,110.825,227.724,0.666,0.334,104,130,234,Philadelphia,Portland,Loss,224.5,Over,Win
Indiana,Boston,2024-01-30 11:18:00,115.5,119.818,235.318,0.379,0.621,124,129,253,Boston,Boston,Win,242.0,Under,Loss
LA Lakers,Atlanta,2024-01-30 11:18:01,118.479,117.69,236.169,0.523,0.477,122,138,260,LA Lakers,Atlanta,Loss,246.5,Under,Loss
Utah,New York,2024-01-30 11:18:01,113.896,116.806,230.702,0.419,0.581,103,118,221,New York,New York,Win,232.0,Under,Win
Toronto,Chicago,2024-01-30 11:18:01,112.772,112.945,225.717,0.496,0.504,118,107,225,Chicago,Toronto,Loss,226.0,Under,Win
Philadelphia,Golden State,2024-01-30 11:18:01,117.123,114.745,231.868,0.567,0.433,107,119,226,Philadelphia,Golden State,Loss,235.5,Under,Win
Chicago,Charlotte,2024-01-31 11:16:11,115.248,110.919,226.168,0.62,0.38,117,110,227,Chicago,Chicago,Win,218.0,Over,Win
Detroit,Cleveland,2024-01-31 11:16:11,109.738,116.412,226.151,0.318,0.682,121,128,249,Cleveland,Cleveland,Win,230.0,Under,Loss
Sacramento,Miami,2024-01-31 11:16:11,114.738,113.656,228.393,0.532,0.468,106,115,221,Sacramento,Miami,Loss,230.0,Under,Win
Dallas,Minnesota,2024-01-31 11:16:11,113.946,115.169,229.115,0.466,0.534,87,121,208,Minnesota,Minnesota,Win,222.0,Over,Loss
Denver,Okla City,2024-01-31 11:16:11,114.925,114.929,229.853,0.499,0.501,100,105,205,Okla City,Okla City,Win,229.0,Over,Loss
New Orleans,Houston,2024-01-31 11:16:11,115.525,112.525,228.05,0.584,0.416,110,99,209,New Orleans,New Orleans,Win,230.5,Under,Win
Orlando,San Antonio,2024-01-31 11:16:11,116.778,112.775,229.552,0.612,0.388,108,98,206,Orlando,Orlando,Win,228.5,Over,Loss
Phoenix,Brooklyn,2024-01-31 11:16:11,114.272,113.2,227.472,0.531,0.469,136,120,256,Phoenix,Phoenix,Win,234.0,Under,Loss
Milwaukee,Portland,2024-01-31 11:16:12,118.762,113.859,232.622,0.635,0.365,116,119,235,Milwaukee,Portland,Loss,237.5,Under,Win
LA Lakers,Boston,2024-02-01 11:15:45,113.594,117.495,231.088,0.391,0.609,114,105,219,Boston,LA Lakers,Loss,240.5,Under,Win
Indiana,New York,2024-02-01 11:15:45,115.292,117.931,233.223,0.426,0.574,105,109,214,New York,New York,Win,240.0,Under,Win
Cleveland,Memphis,2024-02-01 11:15:45,112.775,110.011,222.786,0.578,0.422,108,101,209,Cleveland,Cleveland,Win,216.5,Over,Loss
Philadelphia,Utah,2024-02-01 11:15:46,117.593,114.286,231.879,0.592,0.408,127,124,251,Philadelphia,Philadelphia,Win,235.5,Under,Loss
Miami,Washington,2024-02-02 11:15:39,114.403,112.184,226.587,0.562,0.438,110,102,212,Miami,Miami,Win,229.0,Under,Win
Phoenix,Atlanta,2024-02-02 11:15:39,117.968,116.31,234.278,0.547,0.453,120,129,249,Phoenix,Atlanta,Loss,247.0,Under,Loss
Sacramento,Indiana,2024-02-02 11:15:39,120.096,118.918,239.014,0.534,0.466,133,122,255,Sacramento,Sacramento,Win,248.0,Under,Loss
Charlotte,Okla City,2024-02-02 11:15:39,112.15,118.8,230.95,0.319,0.681,106,126,232,Okla City,Okla City,Win,228.5,Over,Win
Golden State,Memphis,2024-02-02 11:15:39,115.49,114.686,230.177,0.522,0.478,121,101,222,Golden State,Golden State,Win,223.0,Over,Loss
Toronto,Houston,2024-02-02 11:15:39,114.596,112.996,227.592,0.545,0.455,106,135,241,Toronto,Houston,Loss,228.5,Under,Loss
Orlando,Minnesota,2024-02-02 11:15:39,111.35,113.272,224.622,0.446,0.554,108,106,214,Minnesota,Orlando,Loss,212.0,Over,Win
New Orleans,San Antonio,2024-02-02 11:15:39,118.728,112.775,231.503,0.664,0.336,114,113,227,New Orleans,New Orleans,Win,234.5,Under,Win
Portland,Denver,2024-02-02 11:15:39,110.925,116.02,226.945,0.36,0.64,108,120,228,Denver,Denver,Win,221.0,Over,Win
Brooklyn,Philadelphia,2024-02-03 11:14:31,112.371,115.042,227.413,0.426,0.574,136,121,257,Philadelphia,Brooklyn,Loss,234.0,Under,Loss
Golden State,Atlanta,2024-02-03 11:14:31,119.519,118.496,238.015,0.529,0.471,134,141,275,Golden State,Atlanta,Loss,246.5,Under,Loss
Sacramento,Chicago,2024-02-03 11:14:32,115.592,114.763,230.356,0.524,0.476,123,115,238,Sacramento,Sacramento,Win,229.0,Over,Win
Cleveland,San Antonio,2024-02-03 11:14:32,117.284,110.451,227.734,0.686,0.314,117,101,218,Cleveland,Cleveland,Win,229.5,Under,Win
Milwaukee,Dallas,2024-02-03 11:14:33,118.382,116.575,234.957,0.551,0.449,129,117,246,Milwaukee,Milwaukee,Win,246.5,Under,Win
LA Lakers,New York,2024-02-03 11:14:33,113.286,115.472,228.758,0.438,0.562,113,105,218,New York,LA Lakers,Loss,226.0,Over,Loss
Orlando,Detroit,2024-02-04 11:14:58,115.913,111.999,227.912,0.608,0.392,111,99,210,Orlando,Orlando,Win,228.0,Under,Win
Phoenix,Washington,2024-02-04 11:14:58,117.16,113.725,230.885,0.596,0.404,140,112,252,Phoenix,Phoenix,Win,237.0,Under,Loss
Memphis,Boston,2024-02-04 11:14:59,111.325,115.59,226.915,0.381,0.619,91,131,222,Boston,Boston,Win,221.5,Over,Win
Indiana,Charlotte,2024-02-04 11:14:59,119.498,115.309,234.807,0.617,0.383,115,99,214,Indiana,Indiana,Win,239.5,Under,Win
Houston,Minnesota,2024-02-04 11:14:59,111.749,114.748,226.497,0.415,0.585,90,111,201,Minnesota,Minnesota,Win,222.0,Over,Loss
Toronto,Okla City,2024-02-04 11:14:59,114.024,116.525,230.549,0.43,0.57,127,135,262,Okla City,Okla City,Win,236.5,Under,Loss
Milwaukee,Utah,2024-02-04 11:14:59,119.748,117.125,236.872,0.573,0.427,108,123,231,Milwaukee,Utah,Loss,247.5,Under,Win
Portland,Denver,2024-02-04 11:14:59,110.9,116.046,226.946,0.358,0.642,103,112,215,Denver,Denver,Win,220.5,Over,Loss
LA Lakers,Charlotte,2024-02-05 11:15:42,117.493,112.853,230.347,0.629,0.371,124,118,242,LA Lakers,LA Lakers,Win,228.0,Over,Win
Sacramento,Cleveland,2024-02-05 11:15:43,113.586,115.198,228.784,0.454,0.546,110,136,246,Cleveland,Cleveland,Win,235.0,Under,Loss
Dallas,Philadelphia,2024-02-05 11:15:43,113.928,116.425,230.353,0.429,0.571,118,102,220,Philadelphia,Dallas,Loss,243.0,Under,Win
Golden State,Brooklyn,2024-02-05 11:15:43,116.125,115.581,231.706,0.515,0.485,109,98,207,Golden State,Golden State,Win,237.5,Under,Win
Toronto,New Orleans,2024-02-05 11:15:43,113.224,114.849,228.073,0.453,0.547,100,138,238,New Orleans,New Orleans,Win,231.0,Under,Loss
Houston,Indiana,2024-02-06 11:18:07,116.415,117.752,234.167,0.463,0.537,129,132,261,Indiana,Indiana,Win,239.0,Under,Loss
Dallas,Brooklyn,2024-02-06 11:18:08,114.943,114.816,229.759,0.503,0.497,119,107,226,Dallas,Dallas,Win,235.0,Under,Win
Memphis,New York,2024-02-06 11:18:08,110.949,113.772,224.721,0.421,0.579,113,123,236,New York,New York,Win,213.5,Over,Win
Orlando,Miami,2024-02-06 11:18:08,110.798,110.942,221.74,0.496,0.504,95,121,216,Miami,Miami,Win,211.5,Over,Win
Minnesota,Chicago,2024-02-06 11:18:08,113.046,111.499,224.545,0.544,0.456,123,129,252,Minnesota,Chicago,Loss,217.0,Over,Win
Okla City,Utah,2024-02-06 11:18:08,118.95,116.017,234.967,0.582,0.418,117,124,241,Okla City,Utah,Loss,240.5,Under,Loss
Milwaukee,Phoenix,2024-02-06 11:18:08,116.823,116.198,233.021,0.517,0.483,106,114,220,Milwaukee,Phoenix,Loss,243.5,Under,Win
Toronto,Charlotte,2024-02-07 11:16:01,116.121,112.124,228.245,0.611,0.389,123,117,240,Toronto,Toronto,Win,225.5,Over,Win
Cleveland,Washington,2024-02-07 11:16:01,116.059,110.986,227.045,0.64,0.36,114,106,220,Cleveland,Cleveland,Win,234.0,Under,Win
Atlanta,Boston,2024-02-07 11:16:01,115.26,119.793,235.054,0.375,0.625,117,125,242,Boston,Boston,Win,244.0,Under,Win
Golden State,Philadelphia,2024-02-07 11:16:01,115.027,116.873,231.9,0.448,0.552,127,104,231,Philadelphia,Golden State,Loss,237.5,Under,Win
San Antonio,Miami,2024-02-07 11:16:01,111.292,115.713,227.005,0.377,0.623,104,116,220,Miami,Miami,Win,223.5,Over,Loss
Detroit,Sacramento,2024-02-07 11:16:01,114.605,119.824,234.429,0.356,0.644,133,120,253,Sacramento,Detroit,Loss,242.0,Under,Loss
New Orleans,LA Clippers,2024-02-07 11:16:01,114.292,114.41,228.702,0.497,0.503,117,106,223,LA Clippers,New Orleans,Loss,231.0,Under,Win
Golden State,Indiana,2024-02-08 11:19:41,119.743,118.742,238.485,0.527,0.473,131,109,240,Golden State,Golden State,Win,251.5,Under,Win
San Antonio,Orlando,2024-02-08 11:19:41,112.5,116.503,229.003,0.388,0.612,111,127,238,Orlando,Orlando,Win,226.0,Over,Win
Cleveland,Brooklyn,2024-02-08 11:19:41,113.374,110.619,223.994,0.577,0.423,118,95,213,Cleveland,Cleveland,Win,224.5,Under,Win
Dallas,New York,2024-02-08 11:19:41,113.289,115.422,228.711,0.44,0.56,122,108,230,New York,Dallas,Loss,230.5,Under,Win
Chicago,Memphis,2024-02-08 11:19:41,112.599,111.875,224.473,0.52,0.48,118,110,228,Chicago,Chicago,Win,214.0,Over,Win
Minnesota,Milwaukee,2024-02-08 11:19:41,115.467,115.614,231.081,0.497,0.503,129,105,234,Milwaukee,Minnesota,Loss,228.0,Over,Win
Detroit,Portland,2024-02-08 11:19:41,114.294,115.552,229.846,0.465,0.535,128,122,250,Portland,Detroit,Loss,228.5,Over,Win
Utah,Phoenix,2024-02-08 11:19:42,115.381,117.163,232.544,0.45,0.55,115,129,244,Phoenix,Phoenix,Win,243.5,Under,Loss
Denver,LA Lakers,2024-02-08 11:19:42,115.624,113.541,229.165,0.559,0.441,114,106,220,Denver,Denver,Win,230.0,Under,Win
Atlanta,Philadelphia,2024-02-09 11:16:24,115.807,118.574,234.38,0.424,0.576,127,121,248,Philadelphia,Atlanta,Loss,243.0,Under,Loss
Washington,Boston,2024-02-09 11:16:24,112.34,118.85,231.19,0.323,0.677,129,133,262,Boston,Boston,Win,236.5,Under,Loss
Houston,Toronto,2024-02-09 11:16:24,113.344,114.646,227.99,0.463,0.537,104,107,211,Toronto,Toronto,Win,233.5,Under,Win
Charlotte,Milwaukee,2024-02-09 11:16:24,113.344,119.398,232.743,0.335,0.665,84,120,204,Milwaukee,Milwaukee,Win,232.5,Over,Loss
